,American Athletic Conference,ACC,Big Ten Conference,Big 12,Big 8 Conference,Big East Conference,Border Conference,Conference USA,Ivy League,Mid-American Conference,Missouri Valley Conference,Mountain West Conference,Pac-12 Conference,Pacific Coast Conference,Sun Belt Conference,SEC,Skyline Conference,Southwest Conference,Western Athletic Conference
1943,[],[],"['Indiana', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'New Mexico', 'Texas Tech']",[],[],[],"['Creighton', 'Oklahoma A&M', 'Saint Louis', 'Tulsa']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'Montana', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Utah', 'Utah State', 'Wyoming', 'Colorado']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1944,[],[],"['Indiana', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'New Mexico', 'Texas Tech']",[],[],[],"['Creighton', 'Oklahoma A&M', 'Saint Louis', 'Tulsa']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'Montana', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Utah', 'Utah State', 'Wyoming', 'Colorado']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1945,[],[],"['Indiana', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'New Mexico', 'Texas Tech']",[],[],[],"['Creighton', 'Oklahoma A&M', 'Saint Louis', 'Tulsa']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'Montana', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Utah', 'Utah State', 'Wyoming', 'Colorado']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1946,[],[],"['Indiana', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'New Mexico', 'Texas Tech']",[],[],"['Ohio', 'Butler', 'Cincinnati', 'Wayne State', 'Western Reserve']","['Creighton', 'Oklahoma A&M', 'Saint Louis', 'Tulsa']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'Montana', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1947,[],[],"['Indiana', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'New Mexico', 'Texas Tech']",[],[],"['Miami (OH)', 'Ohio', 'Western Michigan', 'Butler', 'Cincinnati', 'Wayne State', 'Western Reserve']","['Creighton', 'Oklahoma A&M', 'Saint Louis', 'Tulsa']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'Montana', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1948,[],[],"['Indiana', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'New Mexico', 'Texas Tech']",[],[],"['Miami (OH)', 'Ohio', 'Western Michigan', 'Butler', 'Cincinnati', 'Wayne State', 'Western Reserve']","['Oklahoma A&M', 'Saint Louis', 'Tulsa']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'Montana', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1949,[],[],"['Indiana', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'New Mexico', 'Texas Tech']",[],[],"['Miami (OH)', 'Ohio', 'Western Michigan', 'Butler', 'Cincinnati', 'Wayne State', 'Western Reserve']","['Oklahoma A&M', 'Saint Louis', 'Detroit', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'Montana', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1950,[],[],"['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'New Mexico', 'Texas Tech']",[],[],"['Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Wayne State', 'Western Reserve']","['Oklahoma A&M', 'Saint Louis', 'Detroit', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1951,[],[],"['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'Texas Tech']",[],[],"['Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Wayne State', 'Western Reserve']","['Oklahoma A&M', 'Saint Louis', 'Detroit', 'Houston', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1952,[],[],"['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Northern Arizona', 'Texas Tech']",[],[],"['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Wayne State', 'Western Reserve']","['Oklahoma A&M', 'Saint Louis', 'Detroit', 'Houston', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1953,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Texas Tech']",[],[],"['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Wayne State', 'Western Reserve']","['Oklahoma A&M', 'Saint Louis', 'Detroit', 'Houston', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1954,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Texas Tech']",[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['Oklahoma A&M', 'Saint Louis', 'Detroit', 'Houston', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1955,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Texas Tech']",[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['Oklahoma A&M', 'Saint Louis', 'Detroit', 'Houston', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'TCU', 'Rice', 'SMU']",[]
1956,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M', 'Texas Tech']",[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['Saint Louis', 'Houston', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1957,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M']",[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Houston', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1958,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M']",[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Houston', 'Tulsa', 'Wichita State']",[],[],"['California', 'Oregon', 'Oregon State', 'Washington', 'Washington State', 'Stanford', 'Idaho', 'Southern California', 'UCLA']",[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1959,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M']",[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1960,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M']",[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']","['BYU', 'Colorado State', 'Denver', 'Montana', 'New Mexico', 'Utah', 'Utah State', 'Wyoming']","['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1961,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],"['Arizona', 'Arizona State', 'Hardin–Simmons', 'New Mexico State', 'Texas at El Paso', 'West Texas A&M']",[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1962,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1963,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1964,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
