,American Athletic Conference,ACC,Big Ten Conference,Big 12,Big 8 Conference,Big East Conference,Border Conference,Conference USA,Ivy League,Mid-American Conference,Missouri Valley Conference,Mountain West Conference,Pac-12 Conference,Pacific Coast Conference,Sun Belt Conference,SEC,Skyline Conference,Southwest Conference,Western Athletic Conference
1965,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1966,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1967,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['North Texas State', 'Saint Louis', 'Cincinnati', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1968,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['Memphis State', 'North Texas State', 'Saint Louis', 'Cincinnati', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1969,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['Memphis State', 'North Texas State', 'Saint Louis', 'Cincinnati', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1970,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['Memphis State', 'New Mexico State', 'North Texas State', 'Saint Louis', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1971,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['Memphis State', 'New Mexico State', 'North Texas State', 'Saint Louis', 'Louisville', 'Tulsa', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1972,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['Memphis State', 'New Mexico State', 'North Texas State', 'Saint Louis', 'Louisville', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1973,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['New Mexico State', 'North Texas State', 'Saint Louis', 'Louisville', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1974,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve']","['New Mexico State', 'North Texas State', 'Louisville', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1975,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['New Mexico State', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],[],"['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'TCU', 'Rice', 'SMU']",[]
1976,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['New Mexico State', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'South Alabama', 'Jacksonville State', 'New Orleans', 'Charlotte', 'South Florida']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']",[]
1977,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['Creighton', 'New Mexico State', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'South Alabama', 'Jacksonville State', 'New Orleans', 'Charlotte', 'South Florida']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']",[]
1978,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']",[],[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['Creighton', 'New Mexico State', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['Arizona', 'Arizona State', 'California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'South Alabama', 'Jacksonville State', 'New Orleans', 'Charlotte', 'South Florida']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']",['San Diego State']
1979,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'Georgia Tech', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']","['Connecticut', 'Syracuse', 'Boston College']",[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['Creighton', 'New Mexico State', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['Arizona', 'Arizona State', 'California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'South Alabama', 'Alabama at Birmingham', 'Jacksonville State', 'New Orleans', 'Charlotte', 'South Florida', 'Virginia Commonwealth']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']","['Hawaii', 'San Diego State']"
1980,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'Georgia Tech', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']","['Connecticut', 'Syracuse', 'Boston College']",[],[],"['Brown', 'Columbia', 'Cornell', 'Dartmouth', 'Harvard', 'Pennsylvania', 'Princeton', 'Yale']","['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['Creighton', 'New Mexico State', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['Arizona', 'Arizona State', 'California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'South Alabama', 'Alabama at Birmingham', 'Jacksonville State', 'Charlotte', 'South Florida', 'Virginia Commonwealth']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']","['Hawaii', 'San Diego State']"
1981,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'Georgia Tech', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']","['Connecticut', 'Syracuse', 'Boston College']",[],[],[],"['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['Creighton', 'New Mexico State', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['Arizona', 'Arizona State', 'California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'South Alabama', 'Alabama at Birmingham', 'Jacksonville State', 'Charlotte', 'South Florida', 'Virginia Commonwealth']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']","['Hawaii', 'San Diego State']"
1982,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'Georgia Tech', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']","['Connecticut', 'Pittsburgh', 'Syracuse', 'Boston College']",[],[],[],"['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['Creighton', 'New Mexico State', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['Arizona', 'Arizona State', 'California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'Old Dominion', 'South Alabama', 'Alabama at Birmingham', 'Jacksonville State', 'Charlotte', 'South Florida', 'Virginia Commonwealth', 'Western Kentucky']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']","['Hawaii', 'San Diego State']"
1983,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'Georgia Tech', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']","['Connecticut', 'Pittsburgh', 'Syracuse', 'Boston College']",[],[],[],"['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['Creighton', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['Arizona', 'Arizona State', 'California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'Old Dominion', 'South Alabama', 'Alabama at Birmingham', 'Jacksonville State', 'Charlotte', 'South Florida', 'Virginia Commonwealth', 'Western Kentucky']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']","['Hawaii', 'San Diego State']"
1984,[],"['Clemson', 'Duke', 'North Carolina', 'NC State', 'Wake Forest', 'Virginia', 'Georgia Tech', 'South Carolina', 'Maryland']","['Indiana', 'Michigan State', 'Ohio State', 'Illinois', 'Iowa', 'Minnesota', 'Northwestern', 'Purdue', 'Wisconsin', 'Michigan', 'Michigan']",[],"['Colorado', 'Iowa State', 'Kansas', 'Kansas State', 'Missouri', 'Nebraska', 'Oklahoma', 'Oklahoma State']","['Connecticut', 'Pittsburgh', 'Syracuse', 'Boston College']",[],[],[],"['Bowling Green', 'Kent State', 'Miami (OH)', 'Ohio', 'Ball State', 'Central Michigan', 'Eastern Michigan', 'Toledo', 'Western Michigan', 'Butler', 'Cincinnati', 'Marshall', 'Wayne State', 'Western Reserve', 'Northern Illinois']","['Creighton', 'Tulsa', 'West Texas State', 'Wichita State']",[],"['Arizona', 'Arizona State', 'California', 'UCLA', 'Oregon', 'Oregon State', 'Southern California', 'Stanford', 'Washington', 'Washington State']",[],"['Georgia State', 'Old Dominion', 'South Alabama', 'Alabama at Birmingham', 'Jacksonville State', 'Charlotte', 'South Florida', 'Virginia Commonwealth', 'Western Kentucky']","['Florida', 'Georgia', 'Kentucky', 'Tennessee', 'Vanderbilt', 'Alabama', 'Auburn', 'LSU', 'Ole Miss', 'Mississippi State']",[],"['Arkansas', 'Texas A&M', 'Texas', 'Baylor', 'Texas Tech', 'Houston', 'TCU', 'Rice', 'SMU']","['Hawaii', 'San Diego State']"
