season,team,conference,overall_loss,overall_tie,overall_win,away_loss,away_tie,away_win,non_conference_loss,non_conference_tie,non_conference_win,blowout_wins,blowout_losses,close_wins,close_losses
1869,Rutgers,Independent/Unknown,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1869,Princeton,Independent/Unknown,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1870,Rutgers,Independent/Unknown,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1870,Princeton,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1872,Rutgers,Independent/Unknown,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
1872,Princeton,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1872,Yale,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1872,Columbia,Independent/Unknown,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
1873,Stevens,Independent/Unknown,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0
1873,Columbia,Independent/Unknown,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0
1873,Yale,Independent/Unknown,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0
1873,Rutgers,Independent/Unknown,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
1873,Princeton,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1874,Rutgers,Independent/Unknown,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0
1874,Stevens,Independent/Unknown,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0
1874,Princeton,Independent/Unknown,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1874,Columbia,Independent/Unknown,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0
1874,Yale,Independent/Unknown,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1875,Stevens,Independent/Unknown,3.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0
1875,Rutgers,Independent/Unknown,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
1875,Harvard,Independent/Unknown,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
1875,Columbia,Independent/Unknown,1.0,1.0,5.0,0.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,4.0,1.0
1875,Yale,Independent/Unknown,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0
1875,Princeton,Independent/Unknown,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1876,Princeton,Independent/Unknown,2.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0
1876,Rutgers,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1876,Harvard,Independent/Unknown,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0
1876,Stevens,Independent/Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0
1876,Pennsylvania,Independent/Unknown,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
1876,Columbia,Independent/Unknown,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0
1876,Yale,Independent/Unknown,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1877,Harvard,Independent/Unknown,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0
1877,Stevens,Independent/Unknown,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
1877,Yale,Independent/Unknown,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0
1877,Columbia,Independent/Unknown,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0
1877,Rutgers,Independent/Unknown,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
1877,Amherst,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1877,Princeton,Independent/Unknown,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0
1878,Princeton,Independent/Unknown,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0
1878,Amherst,Independent/Unknown,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
1878,Stevens,Independent/Unknown,1.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0
1878,Pennsylvania,Independent/Unknown,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
1878,Yale,Independent/Unknown,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,4.0,1.0
1878,Harvard,Independent/Unknown,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
1878,Columbia,Independent/Unknown,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1878,Rutgers,Independent/Unknown,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
1879,Stevens Alumni,Independent/Unknown,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1879,Harvard,Independent/Unknown,1.0,2.0,4.0,0.0,2.0,4.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0
1879,Princeton,Independent/Unknown,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0
1879,Columbia,Independent/Unknown,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0
1879,Yale,Independent/Unknown,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0
1879,Pennsylvania,Independent/Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0
1879,Rutgers,Independent/Unknown,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0
1879,Stevens,Independent/Unknown,6.0,1.0,2.0,3.0,1.0,2.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0
1880,Rutgers,Independent/Unknown,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0
1880,Harvard,Independent/Unknown,2.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0
1880,Pennsylvania,Independent/Unknown,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0
1880,Princeton,Independent/Unknown,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0
1880,Stevens,Independent/Unknown,5.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0
1880,Yale,Independent/Unknown,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
1880,Columbia,Independent/Unknown,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
1881,Harvard,Independent/Unknown,2.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,5.0,1.0
1881,Princeton,Independent/Unknown,1.0,1.0,8.0,0.0,0.0,2.0,1.0,1.0,8.0,0.0,0.0,7.0,0.0
1881,Yale,Independent/Unknown,0.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0
1881,Columbia,Independent/Unknown,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,3.0,3.0
1881,Stevens,Independent/Unknown,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
1881,City College of New York,Independent/Unknown,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1881,Dartmouth,Independent/Unknown,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
1881,Rutgers,Independent/Unknown,5.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,4.0
1882,Harvard,Independent/Unknown,1.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,6.0,1.0
1882,Yale,Independent/Unknown,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0
1882,Princeton,Independent/Unknown,2.0,0.0,7.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,4.0,2.0
1882,Amherst,Independent/Unknown,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
1882,Pennsylvania,Independent/Unknown,4.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0
1882,Rutgers,Independent/Unknown,4.0,0.0,6.0,2.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,5.0,3.0
1882,Wesleyan,Independent/Unknown,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0
1882,Dartmouth,Independent/Unknown,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1882,Stevens,Independent/Unknown,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
1882,British Club of New York,Independent/Unknown,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1883,Michigan,Independent/Unknown,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0
1883,Yale,Independent/Unknown,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,9.0,8.0,0.0,1.0,0.0
1883,Harvard,Independent/Unknown,2.0,0.0,8.0,0.0,0.0,2.0,2.0,0.0,8.0,2.0,1.0,2.0,0.0
1883,Stevens,Independent/Unknown,4.0,1.0,7.0,2.0,1.0,2.0,4.0,1.0,7.0,2.0,1.0,2.0,0.0
1883,Princeton,Independent/Unknown,1.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0
1883,Columbia,Independent/Unknown,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0
1883,Pennsylvania,Independent/Unknown,3.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,6.0,4.0,1.0,0.0,1.0
1883,Wesleyan,Independent/Unknown,5.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,4.0,0.0,0.0
1883,Rutgers,Independent/Unknown,6.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0
1883,Lafayette,Independent/Unknown,4.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,1.0
1884,Yale,Independent/Unknown,0.0,1.0,9.0,0.0,0.0,2.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0
1884,Princeton,Independent/Unknown,1.0,0.0,9.0,0.0,0.0,4.0,1.0,0.0,9.0,6.0,0.0,1.0,0.0
1884,Rutgers,Independent/Unknown,4.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0
1884,Harvard,Independent/Unknown,4.0,0.0,7.0,2.0,0.0,3.0,4.0,0.0,7.0,6.0,2.0,0.0,1.0
1884,Stevens,Independent/Unknown,5.0,0.0,4.0,2.0,0.0,1.0,5.0,0.0,4.0,1.0,3.0,0.0,1.0
1884,Pennsylvania,Independent/Unknown,2.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,1.0,2.0,0.0
1884,Lafayette,Independent/Unknown,5.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,4.0,0.0,0.0
1884,Wesleyan,Independent/Unknown,5.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,3.0,1.0,3.0,0.0,1.0
1884,Haverford,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1884,Pennsylvania Alumni,Independent/Unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1885,Princeton,Independent/Unknown,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,9.0,7.0,0.0,1.0,0.0
1885,Pennsylvania,Independent/Unknown,5.0,0.0,8.0,3.0,0.0,2.0,5.0,0.0,8.0,5.0,4.0,1.0,1.0
1885,Wesleyan,Independent/Unknown,4.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,3.0,1.0,0.0
1885,Yale,Independent/Unknown,1.0,0.0,7.0,1.0,0.0,3.0,1.0,0.0,7.0,6.0,0.0,0.0,1.0
1885,Haverford,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1885,Lafayette,Independent/Unknown,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0
1885,Stevens,Independent/Unknown,6.0,0.0,3.0,4.0,0.0,2.0,6.0,0.0,3.0,2.0,3.0,0.0,2.0
1885,Lehigh,Independent/Unknown,5.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,0.0,2.0,1.0,0.0
1886,Williams,Independent/Unknown,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,0.0,0.0
1886,Pennsylvania,Independent/Unknown,8.0,0.0,9.0,4.0,0.0,0.0,8.0,0.0,9.0,4.0,6.0,1.0,0.0
1886,Harvard,Independent/Unknown,2.0,0.0,12.0,1.0,0.0,6.0,2.0,0.0,12.0,12.0,1.0,0.0,0.0
1886,Yale,Independent/Unknown,0.0,1.0,10.0,0.0,1.0,6.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0
1886,Princeton,Independent/Unknown,1.0,0.0,7.0,1.0,0.0,4.0,1.0,0.0,7.0,6.0,0.0,0.0,0.0
1886,Amherst,Independent/Unknown,4.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0
1886,Lafayette,Independent/Unknown,2.0,0.0,10.0,0.0,0.0,5.0,2.0,0.0,10.0,2.0,1.0,2.0,0.0
1886,Andover,Independent/Unknown,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1886,Wesleyan,Independent/Unknown,6.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,5.0,0.0,0.0
1886,Philadelphia All-Stars,Independent/Unknown,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1886,Dartmouth,Independent/Unknown,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0
1886,Exeter,Independent/Unknown,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1886,Lehigh,Independent/Unknown,3.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,1.0
1886,Massachusetts,Independent/Unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1886,MIT,Independent/Unknown,7.0,0.0,2.0,3.0,0.0,0.0,7.0,0.0,2.0,1.0,5.0,0.0,1.0
1886,Rutgers,Independent/Unknown,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0
1887,Harvard,Independent/Unknown,1.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,10.0,9.0,0.0,0.0,0.0
1887,Wesleyan,Independent/Unknown,5.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,4.0,2.0,5.0,1.0,0.0
1887,Yale,Independent/Unknown,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0
1887,Lehigh,Independent/Unknown,3.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,1.0,2.0
1887,Pennsylvania,Independent/Unknown,7.0,0.0,6.0,4.0,0.0,0.0,7.0,0.0,6.0,2.0,5.0,2.0,1.0
1887,Princeton,Independent/Unknown,2.0,0.0,7.0,0.0,0.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0
1887,Rutgers,Independent/Unknown,6.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,2.0,1.0,3.0,1.0,2.0
1887,Tufts,Independent/Unknown,6.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,2.0,5.0,1.0,1.0
1887,Williams,Independent/Unknown,3.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,1.0,0.0
1887,Lafayette,Independent/Unknown,2.0,0.0,7.0,0.0,0.0,3.0,2.0,0.0,7.0,2.0,1.0,1.0,1.0
1887,Amherst,Independent/Unknown,6.0,0.0,4.0,2.0,0.0,1.0,6.0,0.0,4.0,2.0,5.0,0.0,0.0
1887,Dartmouth,Independent/Unknown,1.0,1.0,4.0,0.0,1.0,3.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0
1887,Trinity,Independent/Unknown,4.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,3.0,2.0,3.0,0.0,0.0
1887,Boston University,Independent/Unknown,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0
1887,Maine,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1887,Active Football Club,Independent/Unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1887,MIT,Independent/Unknown,1.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0
1887,Exeter,Independent/Unknown,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
1888,Yale,Independent/Unknown,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0
1888,Harvard,Independent/Unknown,1.0,0.0,12.0,0.0,0.0,5.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0
1888,Pennsylvania,Independent/Unknown,7.0,0.0,9.0,4.0,0.0,5.0,7.0,0.0,9.0,4.0,5.0,0.0,2.0
1888,Princeton,Independent/Unknown,1.0,0.0,11.0,0.0,0.0,3.0,1.0,0.0,11.0,9.0,0.0,1.0,0.0
1888,Stevens,Independent/Unknown,7.0,1.0,3.0,4.0,1.0,1.0,7.0,1.0,3.0,1.0,4.0,1.0,2.0
1888,Trinity,Independent/Unknown,1.0,1.0,6.0,0.0,1.0,2.0,1.0,1.0,6.0,2.0,0.0,2.0,1.0
1888,Lehigh,Independent/Unknown,2.0,0.0,10.0,1.0,0.0,4.0,2.0,0.0,10.0,4.0,2.0,3.0,0.0
1888,Wesleyan,Independent/Unknown,7.0,0.0,2.0,2.0,0.0,1.0,7.0,0.0,2.0,1.0,6.0,0.0,0.0
1888,Lafayette,Independent/Unknown,3.0,0.0,6.0,2.0,0.0,5.0,3.0,0.0,6.0,1.0,1.0,2.0,1.0
1888,Williams,Independent/Unknown,4.0,0.0,4.0,2.0,0.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0
1888,Cornell,Independent/Unknown,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0
1888,MIT,Independent/Unknown,5.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,4.0,1.0,0.0
1888,Exeter,Independent/Unknown,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1888,Andover,Independent/Unknown,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1888,Bucknell,Independent/Unknown,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0
1888,Haverford,Independent/Unknown,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1888,Rutgers,Independent/Unknown,7.0,0.0,1.0,4.0,0.0,1.0,7.0,0.0,1.0,0.0,5.0,0.0,1.0
1888,Dartmouth,Independent/Unknown,4.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,3.0,3.0,2.0,0.0,1.0
1888,Amherst,Independent/Unknown,9.0,0.0,2.0,4.0,0.0,1.0,9.0,0.0,2.0,2.0,7.0,0.0,0.0
1888,WPI,Independent/Unknown,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0
1889,Stevens,Independent/Unknown,10.0,0.0,1.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0,4.0,1.0,4.0
1889,Yale,Independent/Unknown,1.0,0.0,16.0,0.0,0.0,9.0,1.0,0.0,16.0,12.0,0.0,2.0,0.0
1889,Harvard,Independent/Unknown,2.0,0.0,9.0,1.0,0.0,1.0,2.0,0.0,9.0,9.0,1.0,0.0,1.0
1889,Pennsylvania,Independent/Unknown,6.0,0.0,7.0,2.0,0.0,2.0,6.0,0.0,7.0,3.0,2.0,2.0,1.0
1889,Cornell,Independent/Unknown,2.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,7.0,5.0,2.0,0.0,0.0
1889,Crescent A.C.,Independent/Unknown,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
1889,Princeton,Independent/Unknown,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0
1889,Trinity,Independent/Unknown,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0
1889,Williams,Independent/Unknown,5.0,1.0,5.0,3.0,1.0,3.0,5.0,1.0,5.0,3.0,3.0,0.0,1.0
1889,Lafayette,Independent/Unknown,5.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0
1889,Dickinson,Independent/Unknown,1.0,1.0,5.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0
1889,Dartmouth,Independent/Unknown,1.0,0.0,7.0,0.0,0.0,5.0,1.0,0.0,7.0,4.0,1.0,0.0,0.0
1889,Franklin & Marshall,Independent/Unknown,2.0,0.0,5.0,1.0,0.0,2.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0
1889,Orange A.C.,Independent/Unknown,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1889,Lehigh,Independent/Unknown,3.0,2.0,10.0,1.0,2.0,6.0,3.0,2.0,10.0,4.0,0.0,1.0,1.0
1889,Wesleyan,Independent/Unknown,8.0,0.0,5.0,4.0,0.0,1.0,8.0,0.0,5.0,2.0,6.0,2.0,1.0
1889,Bucknell,Independent/Unknown,4.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0
1889,MIT,Independent/Unknown,3.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0
1889,Penn State,Independent/Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
1889,Rutgers,Independent/Unknown,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0
1889,Amherst,Independent/Unknown,7.0,0.0,3.0,4.0,0.0,2.0,7.0,0.0,3.0,2.0,4.0,1.0,1.0
1889,Columbia,Independent/Unknown,8.0,1.0,3.0,5.0,1.0,2.0,8.0,1.0,3.0,1.0,5.0,1.0,0.0
1889,Haverford,Independent/Unknown,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0
1889,Swarthmore,Independent/Unknown,6.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0
1890,Amherst,Independent/Unknown,6.0,0.0,6.0,4.0,0.0,3.0,6.0,0.0,6.0,3.0,2.0,2.0,2.0
1890,Cornell,Independent/Unknown,4.0,0.0,8.0,0.0,0.0,4.0,4.0,0.0,8.0,6.0,1.0,1.0,1.0
1890,Lafayette,Independent/Unknown,6.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0
1890,Pennsylvania,Independent/Unknown,3.0,0.0,11.0,0.0,0.0,3.0,3.0,0.0,11.0,3.0,1.0,2.0,1.0
1890,Princeton,Independent/Unknown,1.0,1.0,12.0,0.0,1.0,4.0,1.0,1.0,12.0,6.0,1.0,1.0,0.0
1890,Yale,Independent/Unknown,1.0,0.0,13.0,0.0,0.0,4.0,1.0,0.0,13.0,9.0,0.0,0.0,1.0
1890,Bucknell,Independent/Unknown,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0
1890,Dartmouth,Independent/Unknown,4.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,2.0,1.0,2.0
1890,Harvard,Independent/Unknown,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,11.0,10.0,0.0,1.0,0.0
1890,Lehigh,Independent/Unknown,4.0,0.0,6.0,1.0,0.0,3.0,4.0,0.0,6.0,4.0,2.0,1.0,1.0
1890,Orange A.C.,Independent/Unknown,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0
1890,Wesleyan,Independent/Unknown,6.0,0.0,5.0,1.0,0.0,2.0,6.0,0.0,5.0,1.0,4.0,4.0,1.0
1890,Williams,Independent/Unknown,2.0,0.0,8.0,0.0,0.0,2.0,2.0,0.0,8.0,5.0,2.0,2.0,0.0
1890,Trinity,Independent/Unknown,5.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0
